source,text,answer,answer2
Laptop-ACOS/test.txt,i was really excited to purchase this product because it was more affordable .,"[['LAPTOP#GENERAL', '38,45', '13,20', '2'], ['LAPTOP#PRICE', '38,45', '66,76', '2']]","[['LAPTOP#GENERAL', 'product', 'excited', '2'], ['LAPTOP#PRICE', 'product', 'affordable', '2']]"
Laptop-ACOS/test.txt,"chromebooks are cool , but they dont last at all .","[['LAPTOP#DESIGN_FEATURES', '0,11', '16,20', '2'], ['LAPTOP#OPERATION_PERFORMANCE', '0,11', '-1,-1', '0']]","[['LAPTOP#DESIGN_FEATURES', 'chromebooks', 'cool', '2'], ['LAPTOP#OPERATION_PERFORMANCE', 'chromebooks', None, '0']]"
Laptop-ACOS/test.txt,hey this machine is extremely useable and functionable .,"[['LAPTOP#USABILITY', '9,16', '30,37', '2'], ['LAPTOP#OPERATION_PERFORMANCE', '9,16', '42,54', '2']]","[['LAPTOP#USABILITY', 'machine', 'useable', '2'], ['LAPTOP#OPERATION_PERFORMANCE', 'machine', 'functionable', '2']]"
Laptop-ACOS/test.txt,battery no longer charging .,"[['BATTERY#OPERATION_PERFORMANCE', '0,7', '-1,-1', '0']]","[['BATTERY#OPERATION_PERFORMANCE', 'battery', None, '0']]"
Laptop-ACOS/test.txt,"furthermore , the file system is extremely complicated to use .","[['OS#USABILITY', '18,29', '43,54', '0']]","[['OS#USABILITY', 'file system', 'complicated', '0']]"
Laptop-ACOS/test.txt,the display panel on the machine i received is warped .,"[['DISPLAY#QUALITY', '4,20', '47,53', '0']]","[['DISPLAY#QUALITY', 'display panel on', 'warped', '0']]"
Laptop-ACOS/test.txt,half the time it doesn ' t want to turn on and just flashes .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', None, None, '0']]"
Laptop-ACOS/test.txt,"the machine looks great from the hardware point , but the whole concept of chrome os and cloud applications sucks .","[['LAPTOP#GENERAL', '4,11', '18,23', '2'], ['HARDWARE#DESIGN_FEATURES', '33,41', '18,23', '2'], ['OS#GENERAL', '75,84', '108,113', '0'], ['SOFTWARE#GENERAL', '89,107', '108,113', '0']]","[['LAPTOP#GENERAL', 'machine', 'great', '2'], ['HARDWARE#DESIGN_FEATURES', 'hardware', 'great', '2'], ['OS#GENERAL', 'chrome os', 'sucks', '0'], ['SOFTWARE#GENERAL', 'cloud applications', 'sucks', '0']]"
Laptop-ACOS/test.txt,"in the middle of using , it rebooted , then went into an endless boot loop , so i tried to reset it to factory default , now it says chrome os is missing or damaged .","[['OS#OPERATION_PERFORMANCE', '133,142', '-1,-1', '0']]","[['OS#OPERATION_PERFORMANCE', 'chrome os', None, '0']]"
Laptop-ACOS/test.txt,the screen hinge feels weak .,"[['HARDWARE#DESIGN_FEATURES', '4,16', '23,27', '0']]","[['HARDWARE#DESIGN_FEATURES', 'screen hinge', 'weak', '0']]"
Laptop-ACOS/test.txt,screen is average by 2017 standards .,"[['DISPLAY#QUALITY', '0,6', '10,17', '1']]","[['DISPLAY#QUALITY', 'screen', 'average', '1']]"
Laptop-ACOS/test.txt,the chromebook is brilliant overall .,"[['LAPTOP#GENERAL', '4,14', '18,27', '2']]","[['LAPTOP#GENERAL', 'chromebook', 'brilliant', '2']]"
Laptop-ACOS/test.txt,google provides zeros customer support related to the os .,"[['SUPPORT#GENERAL', '22,38', '-1,-1', '0'], ['SUPPORT#GENERAL', '0,6', '-1,-1', '0']]","[['SUPPORT#GENERAL', 'customer support', None, '0'], ['SUPPORT#GENERAL', 'google', None, '0']]"
Laptop-ACOS/test.txt,horrible product .,"[['LAPTOP#GENERAL', '9,16', '0,8', '0']]","[['LAPTOP#GENERAL', 'product', 'horrible', '0']]"
Laptop-ACOS/test.txt,tech support is no help unless you are willing to part with your computer for months without guarantee of return .,"[['SUPPORT#GENERAL', '0,12', '16,23', '0']]","[['SUPPORT#GENERAL', 'tech support', 'no help', '0']]"
Laptop-ACOS/test.txt,i am having a very difficult time with this chromebook .,"[['LAPTOP#GENERAL', '44,54', '19,28', '0']]","[['LAPTOP#GENERAL', 'chromebook', 'difficult', '0']]"
Laptop-ACOS/test.txt,it freezes constantly and needs to be shut off to start again .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', None, None, '0']]"
Laptop-ACOS/test.txt,the microphone does not work with regular speaker .,"[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', '4,14', '-1,-1', '0'], ['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', '42,49', '-1,-1', '0']]","[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'microphone', None, '0'], ['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'speaker', None, '0']]"
Laptop-ACOS/test.txt,the tablet mode is horribly integrated with the os and applications .,"[['LAPTOP#GENERAL', '4,15', '19,27', '0'], ['OS#GENERAL', '48,50', '19,27', '0'], ['SOFTWARE#GENERAL', '55,67', '19,27', '0']]","[['LAPTOP#GENERAL', 'tablet mode', 'horribly', '0'], ['OS#GENERAL', 'os', 'horribly', '0'], ['SOFTWARE#GENERAL', 'applications', 'horribly', '0']]"
Laptop-ACOS/test.txt,i tried returning the second one bu it does n ' t give me the option to return it .,"[['SUPPORT#GENERAL', '-1,-1', '-1,-1', '0']]","[['SUPPORT#GENERAL', None, None, '0']]"
Laptop-ACOS/test.txt,this is nothing more than an okay laptop to get you through basic work activities .,"[['LAPTOP#GENERAL', '34,40', '29,33', '2']]","[['LAPTOP#GENERAL', 'laptop', 'okay', '2']]"
Laptop-ACOS/test.txt,overall it ' s one of the nicest chrombooks out there .,"[['LAPTOP#GENERAL', '33,43', '26,32', '2']]","[['LAPTOP#GENERAL', 'chrombooks', 'nicest', '2']]"
Laptop-ACOS/test.txt,"however , mine came with an annoying trackpad .","[['KEYBOARD#GENERAL', '37,45', '28,36', '0']]","[['KEYBOARD#GENERAL', 'trackpad', 'annoying', '0']]"
Laptop-ACOS/test.txt,the top metal monitor casing seems to be soft and bendable .,"[['HARDWARE#DESIGN_FEATURES', '4,28', '41,45', '0'], ['HARDWARE#DESIGN_FEATURES', '4,28', '50,58', '0']]","[['HARDWARE#DESIGN_FEATURES', 'top metal monitor casing', 'soft', '0'], ['HARDWARE#DESIGN_FEATURES', 'top metal monitor casing', 'bendable', '0']]"
Laptop-ACOS/test.txt,"mine arrived with the metal screen casing slightly bent , i can easily bend it back , not sure about the durability of this thing in the long term .","[['DISPLAY#QUALITY', '22,41', '51,55', '0']]","[['DISPLAY#QUALITY', 'metal screen casing', 'bent', '0']]"
Laptop-ACOS/test.txt,"however , shortly after i received it , a buzzing sound started coming out of the right side usb port .","[['PORTS#QUALITY', '93,101', '-1,-1', '0']]","[['PORTS#QUALITY', 'usb port', None, '0']]"
Laptop-ACOS/test.txt,so chromebook with some manufacturing issues + bad customer service,"[['LAPTOP#GENERAL', '3,13', '-1,-1', '0'], ['SUPPORT#GENERAL', '51,67', '47,50', '0']]","[['LAPTOP#GENERAL', 'chromebook', None, '0'], ['SUPPORT#GENERAL', 'customer service', 'bad', '0']]"
Laptop-ACOS/test.txt,they 1080 screen makes the fonts to small for this size screen .,"[['DISPLAY#DESIGN_FEATURES', '10,16', '-1,-1', '0']]","[['DISPLAY#DESIGN_FEATURES', 'screen', None, '0']]"
Laptop-ACOS/test.txt,i find the chromium os to be very limiting and would not recommend it over a cheap windows pc .,"[['OS#GENERAL', '11,22', '34,42', '0'], ['LAPTOP#PRICE', '83,93', '53,66', '0'], ['LAPTOP#PRICE', '83,93', '77,82', '0']]","[['OS#GENERAL', 'chromium os', 'limiting', '0'], ['LAPTOP#PRICE', 'windows pc', 'not recommend', '0'], ['LAPTOP#PRICE', 'windows pc', 'cheap', '0']]"
Laptop-ACOS/test.txt,"the keyboard is fantastic , but it ' s just a keyboard .","[['KEYBOARD#GENERAL', '4,12', '16,25', '2']]","[['KEYBOARD#GENERAL', 'keyboard', 'fantastic', '2']]"
Laptop-ACOS/test.txt,the touchpad is also some strange off color plastic .,"[['KEYBOARD#DESIGN_FEATURES', '4,12', '26,33', '0']]","[['KEYBOARD#DESIGN_FEATURES', 'touchpad', 'strange', '0']]"
Laptop-ACOS/test.txt,1 - faulty trackpad resulting in jerky erratic cursor movement relative to the smooth movement of your finger .,"[['KEYBOARD#OPERATION_PERFORMANCE', '11,19', '4,10', '0'], ['KEYBOARD#OPERATION_PERFORMANCE', '11,19', '33,38', '0'], ['KEYBOARD#OPERATION_PERFORMANCE', '11,19', '39,46', '0']]","[['KEYBOARD#OPERATION_PERFORMANCE', 'trackpad', 'faulty', '0'], ['KEYBOARD#OPERATION_PERFORMANCE', 'trackpad', 'jerky', '0'], ['KEYBOARD#OPERATION_PERFORMANCE', 'trackpad', 'erratic', '0']]"
Laptop-ACOS/test.txt,i then noticed a dead pixel on the screen .,"[['DISPLAY#QUALITY', '35,41', '-1,-1', '0']]","[['DISPLAY#QUALITY', 'screen', None, '0']]"
Laptop-ACOS/test.txt,"however , if you want a really speedy chromebook , it ' s great .","[['LAPTOP#OPERATION_PERFORMANCE', '38,48', '31,37', '2'], ['LAPTOP#OPERATION_PERFORMANCE', '38,48', '58,63', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', 'chromebook', 'speedy', '2'], ['LAPTOP#OPERATION_PERFORMANCE', 'chromebook', 'great', '2']]"
Laptop-ACOS/test.txt,the first unit i received shortly died after a few hours of usage .,"[['LAPTOP#QUALITY', '10,14', '34,38', '0']]","[['LAPTOP#QUALITY', 'unit', 'died', '0']]"
Laptop-ACOS/test.txt,"i like the addition of the cooler boost button , but most of the time i don ' t have to use it because i have a thermaltake auto laptop cooling pad that monitors the bottom surface of my laptop .","[['FANS&COOLING#GENERAL', '112,147', '-1,-1', '1']]","[['FANS&COOLING#GENERAL', 'thermaltake auto laptop cooling pad', None, '1']]"
Laptop-ACOS/test.txt,trackpad is ok .,"[['KEYBOARD#GENERAL', '0,8', '12,14', '1']]","[['KEYBOARD#GENERAL', 'trackpad', 'ok', '1']]"
Laptop-ACOS/test.txt,wireless card is finicky with both units i had .,"[['HARDWARE#DESIGN_FEATURES', '0,13', '17,24', '0']]","[['HARDWARE#DESIGN_FEATURES', 'wireless card', 'finicky', '0']]"
Laptop-ACOS/test.txt,my laptop seems to lose its internet connection at random times .,"[['LAPTOP#CONNECTIVITY', '3,9', '-1,-1', '0']]","[['LAPTOP#CONNECTIVITY', 'laptop', None, '0']]"
Laptop-ACOS/test.txt,"after being on the phone with technical support and windows support for a combined 10 hours , i am told that the hardware is defective and must be replaced .","[['HARDWARE#QUALITY', '113,121', '125,134', '0']]","[['HARDWARE#QUALITY', 'hardware', 'defective', '0']]"
Laptop-ACOS/test.txt,run like heck from this machine .,"[['LAPTOP#OPERATION_PERFORMANCE', '24,31', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', 'machine', None, '0']]"
Laptop-ACOS/test.txt,"it will break , even if it works at first .","[['LAPTOP#QUALITY', '-1,-1', '8,13', '0']]","[['LAPTOP#QUALITY', None, 'break', '0']]"
Laptop-ACOS/test.txt,this laptop isn ' t even 30 days old yet .,"[['LAPTOP#GENERAL', '5,11', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'laptop', None, '0']]"
Laptop-ACOS/test.txt,"literally just closing it and opening it up later was a 50 / 50 proposition if it would wake up , or the display would crash , or the disk would crash , or some driver would fail - on a brand new laptop .","[['DISPLAY#QUALITY', '105,112', '145,150', '0'], ['HARD_DISC#QUALITY', '134,138', '-1,-1', '0'], ['SOFTWARE#QUALITY', '156,167', '174,178', '0'], ['LAPTOP#QUALITY', '196,202', '-1,-1', '0']]","[['DISPLAY#QUALITY', 'display', 'crash', '0'], ['HARD_DISC#QUALITY', 'disk', None, '0'], ['SOFTWARE#QUALITY', 'some driver', 'fail', '0'], ['LAPTOP#QUALITY', 'laptop', None, '0']]"
Laptop-ACOS/test.txt,hook up the cat5 and the machine is screaming at high speed and exactly what i was hoping for .,"[['LAPTOP#OPERATION_PERFORMANCE', '25,32', '-1,-1', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', 'machine', None, '2']]"
Laptop-ACOS/test.txt,"by the time i was returning it , the system was in such poor shape from the msi .","[['OS#OPERATION_PERFORMANCE', '37,43', '56,60', '0']]","[['OS#OPERATION_PERFORMANCE', 'system', 'poor', '0']]"
Laptop-ACOS/test.txt,"i believe if you happen to uninstall / install the drivers in exactly the correct order and / or do a clean win 10 installation yourself , this laptop should perform well for the price .","[['LAPTOP#OPERATION_PERFORMANCE', '144,150', '166,170', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', 'laptop', 'well', '2']]"
Laptop-ACOS/test.txt,the sound is really terrible and tinny .,"[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', '4,9', '20,28', '0'], ['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', '4,9', '33,38', '0']]","[['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'sound', 'terrible', '0'], ['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'sound', 'tinny', '0']]"
Laptop-ACOS/test.txt,it ' s fast .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '7,11', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', None, 'fast', '2']]"
Laptop-ACOS/test.txt,excellent product,"[['LAPTOP#GENERAL', '10,17', '0,9', '2']]","[['LAPTOP#GENERAL', 'product', 'excellent', '2']]"
Laptop-ACOS/test.txt,i ' ve always liked msi for their performance and fairly decent price .,"[['LAPTOP#OPERATION_PERFORMANCE', '20,23', '14,19', '2'], ['LAPTOP#PRICE', '20,23', '57,63', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', 'msi', 'liked', '2'], ['LAPTOP#PRICE', 'msi', 'decent', '2']]"
Laptop-ACOS/test.txt,it was actually more like 1h45m and this was also after optimizing the battery .,"[['BATTERY#OPERATION_PERFORMANCE', '71,78', '-1,-1', '0']]","[['BATTERY#OPERATION_PERFORMANCE', 'battery', None, '0']]"
Laptop-ACOS/test.txt,"so , four days after buying this laptop , it stopped booting .","[['LAPTOP#OPERATION_PERFORMANCE', '33,39', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', 'laptop', None, '0']]"
Laptop-ACOS/test.txt,"for the four days i used it , it worked pretty good .","[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '47,51', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', None, 'good', '2']]"
Laptop-ACOS/test.txt,this laptop is not worth the time and definitely not the money .,"[['LAPTOP#GENERAL', '5,11', '15,24', '0']]","[['LAPTOP#GENERAL', 'laptop', 'not worth', '0']]"
Laptop-ACOS/test.txt,we call tech support together and the guy who answers is just so not interested in helping .,"[['SUPPORT#OPERATION_PERFORMANCE', '8,20', '-1,-1', '0']]","[['SUPPORT#OPERATION_PERFORMANCE', 'tech support', None, '0']]"
Laptop-ACOS/test.txt,i am extremely disappointed with this laptop .,"[['LAPTOP#GENERAL', '38,44', '15,27', '0']]","[['LAPTOP#GENERAL', 'laptop', 'disappointed', '0']]"
Laptop-ACOS/test.txt,update : this is by far and away the worst computer i have ever purchased .,"[['LAPTOP#GENERAL', '43,51', '37,42', '0']]","[['LAPTOP#GENERAL', 'computer', 'worst', '0']]"
Laptop-ACOS/test.txt,"got the second laptop , died within a month and same thing .","[['LAPTOP#GENERAL', '8,21', '24,28', '0']]","[['LAPTOP#GENERAL', 'second laptop', 'died', '0']]"
Laptop-ACOS/test.txt,this kept plaguing the laptop as more problems kept piling up including various bsod errors mostly involving the hardware .,"[['HARDWARE#QUALITY', '113,121', '-1,-1', '0'], ['LAPTOP#QUALITY', '23,29', '-1,-1', '0']]","[['HARDWARE#QUALITY', 'hardware', None, '0'], ['LAPTOP#QUALITY', 'laptop', None, '0']]"
Laptop-ACOS/test.txt,poor design and terrible tech support .,"[['LAPTOP#DESIGN_FEATURES', '5,11', '0,4', '0'], ['SUPPORT#GENERAL', '25,37', '16,24', '0']]","[['LAPTOP#DESIGN_FEATURES', 'design', 'poor', '0'], ['SUPPORT#GENERAL', 'tech support', 'terrible', '0']]"
Laptop-ACOS/test.txt,this computer is amazing !,"[['LAPTOP#GENERAL', '5,13', '17,24', '2']]","[['LAPTOP#GENERAL', 'computer', 'amazing', '2']]"
Laptop-ACOS/test.txt,"quite like this laptop so far , only writing this review so early from owning it to receive that nice msi headset .","[['LAPTOP#GENERAL', '16,22', '6,10', '2'], ['MULTIMEDIA_DEVICES#GENERAL', '102,113', '97,101', '2']]","[['LAPTOP#GENERAL', 'laptop', 'like', '2'], ['MULTIMEDIA_DEVICES#GENERAL', 'msi headset', 'nice', '2']]"
Laptop-ACOS/test.txt,"not too happy with msi , likely to return this laptop .","[['COMPANY#GENERAL', '19,22', '0,13', '0'], ['LAPTOP#GENERAL', '47,53', '0,13', '0']]","[['COMPANY#GENERAL', 'msi', 'not too happy', '0'], ['LAPTOP#GENERAL', 'laptop', 'not too happy', '0']]"
Laptop-ACOS/test.txt,this laptop was great starting out of the box .,"[['LAPTOP#GENERAL', '5,11', '16,21', '2']]","[['LAPTOP#GENERAL', 'laptop', 'great', '2']]"
Laptop-ACOS/test.txt,"their support page is very buggy , and the support people are unhelpful .","[['SUPPORT#GENERAL', '6,18', '27,32', '0'], ['SUPPORT#GENERAL', '43,57', '62,71', '0']]","[['SUPPORT#GENERAL', 'support page', 'buggy', '0'], ['SUPPORT#GENERAL', 'support people', 'unhelpful', '0']]"
Laptop-ACOS/test.txt,sooooo i would avoid this and i ' m pretty much avoiding the optane drive which may have been part of the issue .,"[['GRAPHICS#GENERAL', '61,73', '-1,-1', '0']]","[['GRAPHICS#GENERAL', 'optane drive', None, '0']]"
Laptop-ACOS/test.txt,after this issue i finally decided to return my product .,"[['LAPTOP#GENERAL', '48,55', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'product', None, '0']]"
Laptop-ACOS/test.txt,good luck this customer tech support and msi has absolutely no idea how to help you .,"[['SUPPORT#GENERAL', '15,36', '0,9', '0'], ['SUPPORT#GENERAL', '41,44', '0,9', '0']]","[['SUPPORT#GENERAL', 'customer tech support', 'good luck', '0'], ['SUPPORT#GENERAL', 'msi', 'good luck', '0']]"
Laptop-ACOS/test.txt,i ' ve had to do a factory reset on this piece of garbage 4 times and i ' ve only owned it for 4 months .,"[['LAPTOP#GENERAL', '-1,-1', '50,57', '0']]","[['LAPTOP#GENERAL', None, 'garbage', '0']]"
Laptop-ACOS/test.txt,you can feel the plastic bending if you pick up the laptop with one hand .,"[['LAPTOP#DESIGN_FEATURES', '52,58', '-1,-1', '0']]","[['LAPTOP#DESIGN_FEATURES', 'laptop', None, '0']]"
Laptop-ACOS/test.txt,i really loved this laptop .,"[['LAPTOP#GENERAL', '20,26', '9,14', '2']]","[['LAPTOP#GENERAL', 'laptop', 'loved', '2']]"
Laptop-ACOS/test.txt,i will never own another msi product .,"[['LAPTOP#GENERAL', '25,36', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'msi product', None, '0']]"
Laptop-ACOS/test.txt,"now i feel bad buying this for my child , as this laptop seem to have a solid rating elsewhere .","[['LAPTOP#GENERAL', '50,56', '11,14', '0'], ['LAPTOP#GENERAL', '50,56', '72,77', '0']]","[['LAPTOP#GENERAL', 'laptop', 'bad', '0'], ['LAPTOP#GENERAL', 'laptop', 'solid', '0']]"
Laptop-ACOS/test.txt,so i ' m stuck with a 3 month old laptop that does n ' t work .,"[['LAPTOP#GENERAL', '34,40', '9,14', '0']]","[['LAPTOP#GENERAL', 'laptop', 'stuck', '0']]"
Laptop-ACOS/test.txt,eventually got to the point that even when i reinstalled windows it was so slow that there are clearly serious build defects / instabilities on this product .,"[['LAPTOP#QUALITY', '149,156', '75,79', '0']]","[['LAPTOP#QUALITY', 'product', 'slow', '0']]"
Laptop-ACOS/test.txt,when it is functioning it works great .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '32,37', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', None, 'great', '0']]"
Laptop-ACOS/test.txt,finding out you bought garbage for the steep price of $ 700 + .,"[['LAPTOP#GENERAL', '-1,-1', '23,30', '0']]","[['LAPTOP#GENERAL', None, 'garbage', '0']]"
Laptop-ACOS/test.txt,"overall a decent laptop if not for these problems , also , the laptop has minor screen freezes even while playing low graphical games like league of legends .","[['LAPTOP#GENERAL', '63,69', '10,16', '2'], ['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '0']]","[['LAPTOP#GENERAL', 'laptop', 'decent', '2'], ['LAPTOP#OPERATION_PERFORMANCE', None, None, '0']]"
Laptop-ACOS/test.txt,laptop malfunctioned and stopped working after only 3 months .,"[['LAPTOP#OPERATION_PERFORMANCE', '0,6', '-1,-1', '0']]","[['LAPTOP#OPERATION_PERFORMANCE', 'laptop', None, '0']]"
Laptop-ACOS/test.txt,"it does have a nice screen that is very bright , decent viewing angle and ok for contrast .","[['DISPLAY#GENERAL', '20,26', '15,19', '2'], ['DISPLAY#GENERAL', '20,26', '40,46', '2'], ['DISPLAY#GENERAL', '20,26', '49,55', '2'], ['DISPLAY#GENERAL', '20,26', '74,76', '2']]","[['DISPLAY#GENERAL', 'screen', 'nice', '2'], ['DISPLAY#GENERAL', 'screen', 'bright', '2'], ['DISPLAY#GENERAL', 'screen', 'decent', '2'], ['DISPLAY#GENERAL', 'screen', 'ok', '2']]"
Laptop-ACOS/test.txt,the keyboard is very nice and very responsive .,"[['KEYBOARD#OPERATION_PERFORMANCE', '4,12', '21,25', '2'], ['KEYBOARD#OPERATION_PERFORMANCE', '4,12', '35,45', '2']]","[['KEYBOARD#OPERATION_PERFORMANCE', 'keyboard', 'nice', '2'], ['KEYBOARD#OPERATION_PERFORMANCE', 'keyboard', 'responsive', '2']]"
Laptop-ACOS/test.txt,"i love the fast bootup time with the optane memory , a nice alternative to a very expensive ssd .","[['OS#OPERATION_PERFORMANCE', '16,22', '2,6', '2'], ['MEMORY#OPERATION_PERFORMANCE', '37,50', '2,6', '2']]","[['OS#OPERATION_PERFORMANCE', 'bootup', 'love', '2'], ['MEMORY#OPERATION_PERFORMANCE', 'optane memory', 'love', '2']]"
Laptop-ACOS/test.txt,the charge doesn ' t last like the five hours it stated but instead last three hours .,"[['POWER_SUPPLY#OPERATION_PERFORMANCE', '4,10', '-1,-1', '0']]","[['POWER_SUPPLY#OPERATION_PERFORMANCE', 'charge', None, '0']]"
Laptop-ACOS/test.txt,had it for a month and it ' s riddled with problems .,"[['LAPTOP#GENERAL', '-1,-1', '-1,-1', '0']]","[['LAPTOP#GENERAL', None, None, '0']]"
Laptop-ACOS/test.txt,"as others have said , the only downside is the slow 5400 rpm 1 tb hard drive .","[['HARD_DISC#OPERATION_PERFORMANCE', '66,76', '47,51', '0']]","[['HARD_DISC#OPERATION_PERFORMANCE', 'hard drive', 'slow', '0']]"
Laptop-ACOS/test.txt,"+ very good ips matte fhd panel , zero reflections , almost zero light bleed , average brightness .","[['DISPLAY#DESIGN_FEATURES', '12,31', '7,11', '2']]","[['DISPLAY#DESIGN_FEATURES', 'ips matte fhd panel', 'good', '2']]"
Laptop-ACOS/test.txt,"used as bought , it is an ok laptop , but not great ( probably a 3 star value ) .","[['LAPTOP#GENERAL', '29,35', '26,28', '1'], ['LAPTOP#GENERAL', '29,35', '42,51', '1']]","[['LAPTOP#GENERAL', 'laptop', 'ok', '1'], ['LAPTOP#GENERAL', 'laptop', 'not great', '1']]"
Laptop-ACOS/test.txt,- no ethernet port ( not that i ' ve used or needed one that i can recall ),"[['PORTS#DESIGN_FEATURES', '5,18', '-1,-1', '0']]","[['PORTS#DESIGN_FEATURES', 'ethernet port', None, '0']]"
Laptop-ACOS/test.txt,no backlit keyboard .,"[['KEYBOARD#DESIGN_FEATURES', '11,19', '-1,-1', '0']]","[['KEYBOARD#DESIGN_FEATURES', 'keyboard', None, '0']]"
Laptop-ACOS/test.txt,it has plenty of power for most tasks .,"[['POWER_SUPPLY#OPERATION_PERFORMANCE', '17,22', '-1,-1', '2']]","[['POWER_SUPPLY#OPERATION_PERFORMANCE', 'power', None, '2']]"
Laptop-ACOS/test.txt,"the only weak point of the laptop is the hard drive it come with , but luckily this laptop is extendable - 2 ram slots and one m .","[['LAPTOP#DESIGN_FEATURES', '-1,-1', '71,78', '2'], ['LAPTOP#DESIGN_FEATURES', '-1,-1', '94,104', '2']]","[['LAPTOP#DESIGN_FEATURES', None, 'luckily', '2'], ['LAPTOP#DESIGN_FEATURES', None, 'extendable', '2']]"
Laptop-ACOS/test.txt,"i paid $ 500 for a 15 ` ` notebook with 8gb ram , latest i5 - 8250u cpu with reasonable weight and its quite extendable , i am happy for this deal .","[['LAPTOP#DESIGN_FEATURES', '88,94', '77,87', '2'], ['LAPTOP#DESIGN_FEATURES', '-1,-1', '109,119', '2'], ['LAPTOP#DESIGN_FEATURES', '-1,-1', '127,132', '2']]","[['LAPTOP#DESIGN_FEATURES', 'weight', 'reasonable', '2'], ['LAPTOP#DESIGN_FEATURES', None, 'extendable', '2'], ['LAPTOP#DESIGN_FEATURES', None, 'happy', '2']]"
Laptop-ACOS/test.txt,"also , i ' m not a fan of the delete and power button being next to each other , now i see what the other people are complaining about accidentally shutting it off .","[['KEYBOARD#DESIGN_FEATURES', '30,53', '117,128', '0']]","[['KEYBOARD#DESIGN_FEATURES', 'delete and power button', 'complaining', '0']]"
Laptop-ACOS/test.txt,haven ' t had any issues yet so pretty glad i chose this .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '39,43', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', None, 'glad', '2']]"
Laptop-ACOS/test.txt,very nice looking laptop for the money .,"[['LAPTOP#DESIGN_FEATURES', '18,24', '5,17', '2'], ['LAPTOP#PRICE', '18,24', '-1,-1', '2']]","[['LAPTOP#DESIGN_FEATURES', 'laptop', 'nice looking', '2'], ['LAPTOP#PRICE', 'laptop', None, '2']]"
Laptop-ACOS/test.txt,"features windows 10 , sharp display , and card slot for m .","[['OS#GENERAL', '9,19', '-1,-1', '2'], ['DISPLAY#OPERATION_PERFORMANCE', '28,35', '22,27', '2'], ['PORTS#GENERAL', '42,51', '-1,-1', '2']]","[['OS#GENERAL', 'windows 10', None, '2'], ['DISPLAY#OPERATION_PERFORMANCE', 'display', 'sharp', '2'], ['PORTS#GENERAL', 'card slot', None, '2']]"
Laptop-ACOS/test.txt,great quality computer .,"[['LAPTOP#QUALITY', '14,22', '0,5', '2']]","[['LAPTOP#QUALITY', 'computer', 'great', '2']]"
Laptop-ACOS/test.txt,"like the flip , this has good build quality .","[['LAPTOP#GENERAL', '9,13', '0,4', '2'], ['LAPTOP#QUALITY', '30,43', '25,29', '2']]","[['LAPTOP#GENERAL', 'flip', 'like', '2'], ['LAPTOP#QUALITY', 'build quality', 'good', '2']]"
Laptop-ACOS/test.txt,so far it has been able to handle everything i ' ve thrown at it .,"[['LAPTOP#OPERATION_PERFORMANCE', '-1,-1', '-1,-1', '2']]","[['LAPTOP#OPERATION_PERFORMANCE', None, None, '2']]"
Laptop-ACOS/test.txt,"all in all , pretty good stuff .","[['LAPTOP#GENERAL', '25,30', '20,24', '2']]","[['LAPTOP#GENERAL', 'stuff', 'good', '2']]"
Laptop-ACOS/test.txt,2 and this laptop is an epic powerhouse for under $ 700 .,"[['LAPTOP#GENERAL', '11,17', '24,28', '2']]","[['LAPTOP#GENERAL', 'laptop', 'epic', '2']]"
